Sentence #,Word,POS,Tag
,",",PUN,
,GODAI,NP,
,ba,ADJ,
,ufaittiyo,ADJCP,
,uraa,NN,
,seerees,VC,
,.,PUN,
,..,..,
Sentence: 355,Aadhdhida,ADJ,
,eratettaa,NN,
,demmiya,ADJ,
,uray,PP,
,",",PUN,
,akeekaakka,NP,
,babaa,PP,
,oottiya,ADJ,
,uray,NP,
,anjjettidaagaa,VC,
,.,PUN,
,..,..,
Sentence: 356,Ayssi-giikko,CJ,
,",",PUN,
,appe,PP,
,demmiyo,ADJCP,
,go77ay,NP,
,biraappe,NP,
,demmiyo,ADJCP,
,go77aappe,NP,
,aadhdhees,VC,
,;,PUN,
,appe,PP,
,beettiya,ADJ,
, go77ai,NP,
,worqqaappe,NP,
,beettiya,ADJ,
,go77aappe,NP,
,kehees,VC,
,.,PUN,
,..,..,
Sentence: 356,Aadhdhida,ADJ,
,eratettai,NP,
,inqquwaappe,NP,
,keehi,ADV,
,al77o,VC,
,;,PUN,
,neeni,PP,
,demmanawu,VI,
,amottiyo,ADJCP,
,ubbay,ADJCP,
,aadhdhida,ADJ,
,eratettaara,NP,
,likkettenna,VC,
,.,PUN,
,..,..,
Sentence: 357,Aadhdhida,ADJ,
,eratettai,NP,
,ne,ADJ,
,bariyaa,NN,
,adussees,VC,
,;,PUN,
,i,PP,
,neeyyo,PPC,
,duretettaanne,NC,
,bonchchuwaa,NN,
,i,PP,
,gujjees,VC,
,.,PUN,
,..,..,
Sentence: 358,A,PP,
,ogeti,NP,
,ufayssiya,ADJ,
,ogeta,NV,
,;,PUN,
,a,PP,
,loosso,ADJ,
,ubbaykka,ADV,
,saro,ADJ,
,.,PUN,
,..,..,
Sentence: 359,I,PP,
,bana,PP,
,oyqqiyaageetussi,NP,
,de7o,ADJ,
,mitta,NV,
,;,PUN,
,a,PP,
,mintti,ADV,
,oyqqiya,ADJ,
,ubbatikka,ADV,
,anjjettidaageeta,VC,
,.,PUN,
,..,..,
Sentence: 360,GODAI,NP,
,ba,ADJ,
,aadhdhida,ADJ,
,eratettan,NP,
,sa7aa,NN,
,medhdhiis,VV,
,;,PUN,
,ba,ADJ,
,akeekankka,NP,
,salota,NN,
,minttiis,VV,
,.,PUN,
,..,..,
Sentence: 361,A,ADJ,
,eratettan,NP,
,shaafati,NP,
,goggoosona,VC,
,;,PUN,
,shaaratuppekka,NP,
,iray,NP,
,bukkees,VC,
,.,PUN,
,..,..,
Sentence: 362,Ta,ADJ,
,na7au,NM,
,",",PUN,
,lo77o,ADJ,
,aadhdhida,ADJ,
,eratettaanne,NC,
,adussi,ADJ,
,qoppiyoogaa,NN,
,naaga,VC,
,;,PUN,
,eti,PP,
,neeppe,PPC,
,shaahettoppona,VC,
,.,PUN,
,..,..,
Sentence: 363,Eti,PP,
,neeyyo,PP,
,de7o,ADJ,
,gidana,VC,
,;,PUN,
,eti,PP,
,neeyyo,PP,
,ishalonne,ADJCP,
,ufayssa,ADJ,
,de7uwaa,NN,
,immana,VC,
,.,PUN,
,..,..,
Sentence: 364,He,ADJ,
,wode,ADV,
,neeni,PP,
,ne,ADJ,
,ogiyan,NP,
,hirggi,ADJ,
,baynnan,ADV,
,hemettana,VC,
,;,PUN,
,ne,ADJ,
,tohoykka,NN,
,xubettenna,VC,
,.,PUN,
,..,..,
Sentence: 365,Neeni,PP,
,zin77ido,ADJ,
,wode,ADV,
,",",PUN,
,yayyakka,VC,
,;,PUN,
,zin77adakka,VC,
,mal77o,ADJ,
,xiskkuwaa,NN,
,xiskkana,VC,
,.,PUN,
,..,..,
Sentence: 366,Akeekennan,ADV,
,gakkiya,ADJ,
,bashshawu,VI,
,",",PUN,
,woykko,CJ,
,iitati,ADJCP,
,xayiyo,ADV,
,xayuwau,VI,
,yayyakka,VC,
,.,PUN,
,..,..,
Sentence: 367,Ayssi-giikko,CJ,
,",",PUN,
,GODAI,NP,
,neeyyo,PPC,
,ammanettiyaagaa,NN,
,gidana,VC,
,;,PUN,
,ne,ADJ,
,gedeekka,NP,
,piriyan,NP,
,oyqettennaadan,ADV,
,",",PUN,
,i,PM,
,nena,PP,
,naagana,VC,
,.,PUN,
,..,..,
Sentence: 368,Neeyyo,PPC,
,wolqqay,NP,
,de7ishin,VC,
,",",PUN,
,metootidaagawu,VI,
,lo77obaa,ADJCP,
,oottiyoogaa,NN,
,aggoppa,VC,
,.,PUN,
Sentence: 369,Ha77i,ADV,
,neeyyo,PPC,
,de7ishin,VC,
,",",PUN,
,ne,ADJ,
,shooruwaayyo,NP,
,",",PUN,
,Simmada,ADV,
,ya,VC,
,;,PUN,
,taani,PP,
,neeyyo,PP,
,wontto,ADV,
,immana,VC,
,yaagoppa,VC,
,.,PUN,
,..,..,
Sentence: 370,Nenan,PPC,
,ammanettidi,ADV,
,",",PUN,
,ne,ADJ,
,matan,NP,
,de7ishin,VC,
,",",PUN,
,ne,ADJ,
,shooruwaa,NN,
,bolli,POP,
,iitabaa,ADV,
,oottanawu,VI,
,halchchoppa,VC,
,.,PUN,
,..,..,
Sentence: 371,Nena,PP,
,naaqqibeenna,VC,
,asa,NN,
,",",PUN,
,coo,ADV,
,mootoppa,VC,
,.,PUN,
,..,..,
Sentence: 372,Sugetta,NN,
,oottiya,ADJ,
,asata,NN,
,qulloppa,VC,
,;,PUN,
,eta,PP,
,iita,ADJ,
,oosuwaakka,NP,
,kaalloppa,VC,
,.,PUN,
,..,..,
Sentence: 373,Aissi-giikko,CJ,
,",",PUN,
,GODAI,NP,
,iitaa,ADJ,
,oottiyaageeta,NN,
,ixxees,VC,
,;,PUN,
,shin,CJ,
,suuretuyyo,NP,
,i,PP,
,ulottees,NV,
,.,PUN,
,..,..,
Sentence: 374,GODAA,NN,
,qanggettay,NP,
,iita,ADJ,
,oottiyaageetu,NP,
,soona,NV,
,;,PUN,
,shin,CJ,
,a,ADJ,
,anjjoy,NP,
,suurebaa,ADJCP,
,haniyaageetu,NP,
,soona,NV,
,.,PUN,
,..,..,
Sentence: 375,Otorettidi,ADV,
,qilliicciyaageeta,NP,
,GODAYKKA,NP,
,qilliiccees,VC,
,;,PUN,
,shin,CJ,
,banttana,PP,
,kawushshiyaageeta,NN,
,nashshees,VC,
,.,PUN,
,..,..,
Sentence: 376,Aadhdhida,ADJ,
,eranchchati,NP,
,bonchchuwaa,NN,
,demmana,VC,
,;,PUN,
,shin,CJ,
,eeyyati,NP,
,kawuyyana,VC,
,.,PUN,
,..,..,
Sentence: 377,Aawai,NM,
,Zoriyo,ADJ,
,Lo77o,ADJ,
,Zoriyaa,NN,
,Ta,ADJ,
,naatoo,NP,
,",",PUN,
,intte,ADJ,
,aawaa,NM,
,zoriyaa,NN,
,siyite,VC,
,;,PUN,
,loytti,ADV,
,ezggite,VC,
,;,PUN,
,yaatikko,ADV,
,",",PUN,
,intte,PP,
,akeekana,VC,
,.,PUN,
,..,..,
Sentence: 378,Taani,PP,
,intteyyo,PPC,
,lo77o,ADJ,
,timirttiyaa,NN,
,immiyo,VC,
,gishshawu,CJ,
,",",PUN,
,ta,ADJ,
,timirttiyaa,NN,
,yeggoppite,VC,
,.,PUN,
,..,..,
Sentence: 379,Taani,PP,
,ta,ADJ,
,huuphenkka,NP,
,ta,ADJ,
,aawaassi,NM,
,na7a,NM,
,;,PUN,
,ta,ADJ,
,aayeessikka,NP,
,a,PF,
,siiqiyo,ADJ,
,mexi,ADJ,
,issi,ADJ,
,na7a,NV,
,.,PUN,
,..,..,
Sentence: 380,Ta,ADJ,
,aaway,NM,
,tana,PP,
,tamaarissiiddi,VC,
,",",PUN,
,hagaadan,ADV,
,yaagiis,VV,
,;,PUN,
,Taani,PP,
,odiyoogee,VC,
,neeyyo,PPC,
,gelo,VC,
,;,PUN,
,ta,ADJ,
,azazuwaa,NN,
,naaga,VC,
,;,PUN,
,yaatikko,ADV,
,",",PUN,
,neeni,PP,
,paxa,ADJ,
,de7ana,VC,
,.,PUN,
,..,..,
Sentence: 381,Aadhdhida,ADJ,
,eratettaanne,NC,
,akeekaa,NN,
,demmanawu,VI,
,minna,VC,
,;,PUN,
,taani,PP,
,neeyyo,PPC,
,odidobaa,VC,
,dogoppa,VC,
,;,PUN,
,ta,ADJ,
,qaalaappe,NP,
,kiyoppa,VC,
,.,PUN,
,..,..,
Sentence: 382,Aadhdhida,ADJ,
,eratettaayyo,NP,
,zokkuwaa,NN,
,zaaroppa,VC,
,;,PUN,
,Aissi-giikko,CJ,
,",",PUN,
,i,PP,
,nena,PP,
,ashshana,VC,
,;,PUN,
,a,PP,
,siiqa,NV,
,;,PUN,
,siiqikko,ADV,
,i,PP,
,nena,PP,
,naagana,VC,
,.,PUN,
,..,..,
Sentence: 383,Aadhdhida,ADJ,
,eratettay,NP,
,ubbaappe,ADV,
,aadhdhiyo,ADJCP,
,gishshawu,CJ,
,",",PUN,
,aadhdhida,ADJ,
,eratettaa,NN,
,demma,VC,
,.,PUN,
,..,..,
Sentence: 384,Akeekay,NP,
,ne,ADJ,
,aquwaa,NN,
,ubbaa,ADJ,
,wurssi,ADV,
,ekkikkokka,VC,
,a,PP,
,demma,VC,
,.,PUN,
,..,..,
Sentence: 385,Neeni,PP,
,a,PP,
,bonchcha,VC,
,;,PUN,
,ikka,PPC,
,nena,PP,
,xoqqu,INT,
,xoqqu,INT,
,oottana,VC,
,;,PUN,
,neeni,PP,
,a,PP,
,oyqqikko,ADV,
,",",PUN,
,i,PP,
,nena,PP,
,bonchchana,VC,
,.,PUN,
,..,..,
Sentence: 386,I,PP,
,ne,ADJ,
,huuphiyan,NP,
,sabaa,NN,
,akiliiliyaa,NN,
,wottana,VC,
,;,PUN,
,bonchcho,ADJ,
,kallachchaakka,NP,
,immana,VC,
,yaagiis,VV,
,.,PUN,
,..,..,
Sentence: 387,Ta,ADJ,
,na7awu,NM,
,",",PUN,
,siya,VC,
,;,PUN,
,taani,PP,
,giyoogaakka,NP,
,ekka,VC,
,;,PUN,
,ne,ADJ,
,bareekka,NP,
,aduqqana,NV,
,.,PUN,
,..,..,
Sentence: 388,Taani,PP,
,nena,PP,
,aadhdhida,ADJ,
,eratettaa,NN,
,ogiyaa,NN,
,kaalettana,VC,
,;,PUN,
,suure,ADJ,
,loossuwaarakka,NP,
,efaana,VC,
,.,PUN,
,..,..,
Sentence: 389,Neeni,PP,
,hemettiyo,ADJ,
,wode,ADV,
,",",PUN,
,ne,ADJ,
,hemettiyoosan,NP,
,xubbiyaabi,ADV,
,de7enna,VC,
,;,PUN,
,woxxikkokka,ADV,
,xubettakka,VC,
,.,PUN,
,..,..,
Sentence: 390,Tamaaridoogaa,NN,
,hassaya,VC,
,;,PUN,
,timirttee,NP,
,neeyyo,PPC,
,de7o,ADJ,
,gidido,ADV,
,gishshawu,VI,
,",",PUN,
,loytta,ADV,
,naaga,VC,
,;,PUN,
,yeddoppa,VC,
,.,PUN,
,..,..,
Sentence: 391,Nagaranchchatu,NP,
,ogiyaa,NN,
,yedhdhoppa,VC,
,;,PUN,
,iita,ADJ,
,asatu,NP,
,ogiyankka,NP,
,hemettoppa,VC,
,;,PUN,
,appe,PPC,
,haakka,VC,
,;,PUN,
,an,POP,
,hemettoppa,VC,
,;,PUN,
,appe,PPC,
,guyye,POP,
,simma,ADV,
,;,PUN,
,yaatada,NP,
,ne,ADJ,
,ogiyan,NP,
,ba,VC,
,.,PUN,
,..,..,
Sentence: 392,Aissi-giikko,CJ,
,",",PUN,
,eti,PP,
,iitabaa,ADV,
,oottana,VC,
,gakkanaashin,CJ,
,",",PUN,
,xiskkanawu,VI,
,danddayokkona,VC,
,;,PUN,
,eti,PP,
,asa,NN,
,xubbennan,ADV,
,eta,PP,
,xiskkoy,NP,
,efeenna,VC,
,.,PUN,
,..,..,
Sentence: 393,Eti,PP,
,nagaraa,NN,
,oyttadan,NP,
,moosona,VC,
,;,PUN,
,sugettaa,NN,
,oosuwaakka,NP,
,ushshadan,NP,
,uyoosona,VC,
,.,PUN,
,..,..,
Sentence: 394,Xillotu,NP,
,ogee,NN,
,gallassay,NP,
,seetana,NP,
,gakkanaashin,CJ,
,",",PUN,
,gujji,ADJ,
,gujji,ADJ,
,poo7iya,ADJ,
,maallado,ADV,
,xalqqiyaa,NN,
,mala,VC,
,.,PUN,
,..,..,
Sentence: 395,Shin,CJ,
,nagaranchchatu,NP,
,ogee,NN,
,sakkana,ADJ,
,xumaa,NN,
,mala,ADJ,
,;,PUN,
,eti,PP,
,aybin,PPC,
,xubettiyaakkokka,ADV,
,erokkona,VC,
,.,PUN,
,..,..,
Sentence: 396,Ta,ADJ,
,na7awu,NP,
,",",PUN,
,taani,PP,
,yootiyoogaa,NN,
,siya,VC,
,;,PUN,
,taani,PP,
,odiyoogaakka,NP,
,loyttada,ADV,
,ezgga,VC,
,.,PUN,
,..,..,
Sentence: 397,Taani,PP,
,odidobati,NP,
,ne,ADJ,
,baazzaappe,NP,
,deshoppona,VC,
,;,PUN,
,eta,PP,
,ne,ADJ,
,wozanan,NP,
,wotta,VC,
,.,PUN,
,..,..,
Sentence: 398,Ayssi-giikko,CJ,
,",",PUN,
,etabay,PPC,
,geliyo,RV,
,asawu,NP,
,ubbawu,ADJCP,
,eti,PP,
,de7uwaa,NN,
,immoosona,VC,
,;,PUN,
,eta,ADJ,
,bollawukka,NP,
,payyatettaa,NN,
,immoosona,VC,
,.,PUN,
,..,..,
Sentence: 398,Ubbabaappekka,PPC,
,ne,ADJ,
,wozanaa,NN,
,minttada,ADV,
,naaga,VC,
,;,PUN,
,Aissi-giikko,CJ,
,",",PUN,
,de7oy,NP,
,appe,PPC,
,pulttees,VC,
,.,PUN,
,..,..,
Sentence: 399,Ne,ADJ,
,doonaappe,NP,
,gene,ADJ,
,haasayaa,NN,
,digga,INT,
,;,PUN,
,wordduwaa,NN,
,haasayiyaageetu,NP,
,achchappekka,ADV,
,kichcha,VC,
,.,PUN,
,..,..,
Sentence: 400,Sitti,ADJ,
,gaada,ADV,
,sinttawu,VI,
,xeella,VC,
,;,PUN,
,ne,ADJ,
,ayfee,NN,
,ne,ADJ,
,sinttan,ADV,
,de7iyaabaa,ADJCP,
,tishshi,ADV,
,oottidi,ADV,
,xeello,VC,
,.,PUN,
,..,..,
Sentence: 401,Ne,ADJ,
,gediyaassi,NP,
,ogiyaa,NN,
,salallissa,VC,
,;,PUN,
,suure,ADJ,
,oge,NP,
,xalaalan,ADV,
,hemetta,NV,
,.,PUN,
,..,..,
Sentence: 402,Suure,ADJ,
,ogiyaappe,NP,
,ushachchi,NP,
,haddirssi,NP,
,baqqoppa,VC,
,;,PUN,
,ne,ADJ,
,tohoy,NP,
,iitasaa,ADJCP,
,beennaadan,ADV,
,naaga,VC,
,.,PUN,
,..,..,
Sentence: 403,Shaaramuxa,ADJ,
,Maccaasaappe,NF,
,Haakka,VC,
,Ta,ADJ,
,na7awu,NP,
,",",PUN,
,ta,PP,
,aadhdhida,ADJ,
,eratettaa,NN,
,ezgga,VC,
,;,PUN,
,ne,ADJ,
,hayttaa,NN,
,ta,ADJ,
,akeekaakko,NP,
,yegga,VV,
,.,PUN,
,..,..,
Sentence: 404,Yaatikko,CJ,
,",",PUN,
,adussa,ADJ,
,qofay,NP,
,neessi,PPC,
,de7ana,VC,
,;,PUN,
,ne,ADJ,
,haasayaykka,NP,
,ne,ADJ,
,eratettaa,NN,
,qonccissana,VC,
,.,PUN,
,..,..,
Sentence: 405,Shaaramuxa,ADJ,
,maccaasee,NF,
,inxxarssaappe,NP,
,eessaa,ADJ,
,ililoy,NP,
,xokkees,VC,
,;,PUN,
,i,PP,
,haasayay,NP,
,zaytiyaappekka,NP,
,aadhdhi,ADV,
,looxigees,VC,
,.,PUN,
,..,..,
Sentence: 406,Shin,CJ,
,a,ADJ,
,wurssettan,NP,
,godare,ADJ,
,uttaadan,ADV,
,cammausu,VF,
,;,PUN,
,naa77u ,ADJ,
,baggan,NP,
,qanxxiya,ADJ,
,mashshadan,NP,
,qara,ADJ,
,;,PUN,
,i,ADJ,
,tohoti,NP,
,hayquwaakko,NP,
,duge,ADV,
,boosona,VC,
,;,PUN,
,I,ADJ,
,hemetay,NP,
,sitti,ADJ,
,oottidi,ADV,
,",",PUN,
,duufuwawu,NP,
,efees,VV,
,.,PUN,
,..,..,
Sentence: 407,A,ADJ,
,de7uwaa,NN,
,ogiyaa,NN,
,qoppukku,VF,
,;,PUN,
,i,ADJ,
,ogeti,NP,
,geella,VC,
,;,PUN,
,shin,CJ,
,geella,ADJ,
,gidiyoogaakka,NP,
,a,PF,
,erukku,VF,
,.,PUN,
,..,..,
Sentence: 408,Ta,ADJ,
,na7awu,NM,
,",",PUN,
,ha77ikka,ADV,
,taani,PP,
,odiyoogaa,NN,
,siya,VC,
,;,PUN,
,taani,PP,
,giyoogaappe,NP,
,kiyoppa,VC,
,.,PUN,
,..,..,
Sentence: 409,Shaaramuxa,ADJ,
,maccaasee,NF,
,heeri,NN,
,booppa,VC,
,;,PUN,
,i,ADJ,
,keettaa,NN,
,penggiyaakko,NP,
,shiiqoppa,VC,
,.,PUN,
,..,..,
Sentence: 410,Hegee,PP,
,xayikko,CJ,
,",",PUN,
,neeni,PP,
,ne,ADJ,
,bonchchuwaa,NN,
,haratuyyo,PPC,
,aattada,ADV,
,immana,VC,
,.,PUN,
,..,..,
Sentence: 411,Neeni,PP,
,ne,ADJ,
,yelagatettan,NP,
,meqetti-baynna,ADJ,
,asatu,NP,
,kushiyan,NP,
,hayqqana,VC,
,.,PUN,
,..,..,
Sentence: 412,Ne,ADJ,
,aquwaa,NN,
,allaga,ADJ,
,asati,NP,
,ekkana,VC,
,.,PUN,
,..,..,
Sentence: 413,Ne,PP,
,daafurada,ADJ,
,shiishshidobay,NP,
,haraassa,ADV,
,gidana,VC,
,.,PUN,
,..,..,
Sentence: 414,Wurssettan,ADV,
,ne,ADJ,
,ashoinne,NC,
,ne,ADJ,
,asatettay,NP,
,gilqqin,ADV,
,",",PUN,
,neeni,PP,
,oolana,NV,
,.,PUN,
Sentence: 415,Qassi,ADV,
,hagaadan,ADV,
,yaagana,VC,
,;,PUN,
,Taani,PP,
,timirttiyaa,NN,
,ayssi,ADV,
,ixxidanaashsha,VC,
,!,PUN,
,..,..,
Sentence: 416,Ta,ADJ,
,wozanaykka,NP,
,seeraa,NN,
,ayssi,ADV,
,karideeshsha,VC,
,!,PUN,
,..,..,
Sentence: 417,Taani,PP,
,tana,PP,
,tamaarissiyaageeti,NP,
,odidobaa,NN,
,ekkabeykke,VC,
,;,PUN,
,tana,PP,
,zoriyaageetu,NP,
,zoriyaakka,NN,
,ezggabeykke,VC,
,.,PUN,
,..,..,
Sentence: 418,Hegaa-gishshawu,ADV,
,",",PUN,
,taani,PP,
,deree,NN,
,shiiqido,ADJ,
,yaa7an,NP,
,",",PUN,
,akeekennan,ADV,
,kawuyyanawu,VI,
,de7ais,VC,
,yaagana,VC,
,.,PUN,
,..,..,
Sentence: 419,Neeni,PPC,
,ne,ADJ,
,pulttuwaappe,NP,
,haattaa,NN,
,uya,VC,
,;,PUN,
,ne,ADJ,
,keettaayee,NF,
,xalaalaa,NN,
,siiqa,VC,
,.,PUN,
,..,..,
Sentence: 420,Ne,ADJ,
,pulttuwaa,NN,
,dabaaban,NP,
,",",PUN,
,ne,ADJ,
,ollaa,NN,
,haattaakka,NP,
,dembban,NP,
,ayssi,ADV,
,gussay,RV,
,?,PUN,
,..,..,
Sentence: 421,Eta,PP,
,neeni,PPC,
,ne,ADJ,
,xalaalawu,ADV,
,buzotta,NV,
,;,PUN,
,hara,ADJ,
,allaga,ADJ,
,uraara,NP,
,koxxoppa,VC,
,.,PUN,
,..,..,
Sentence: 422,Ne,ADJ,
,pulttoy,NP,
,neeyyo,PPC,
,anjjetto,VC,
,;,PUN,
,yelagatettan,NP,
,neeni,PP,
,ekkido,VC,
,ne,ADJ,
,maccaaseera,NF,
,ufaytta,VC,
,.,PUN,
,..,..,
Sentence: 423,Lo77iya,ADJ,
,gaareedaaninne,NC,
,ufayssiya,ADJ,
,genesseedan,NP,
,",",PUN,
,i,ADJ,
,xanttay,NP,
,ubba,ADJ,
,wodekka,ADV,
,nena,PP,
,alo,VC,
,;,PUN,
,ubbatoo,ADV,
,i,ADJ,
,siiqoy,NP,
,nena,PP,
,omooddo,VC,
,.,PUN,
,..,..,
Sentence: 424,Ta,ADJ,
,na7awu,NM,
,",",PUN,
,shaaramuxa,ADJ,
,maccaasiyaa,NF,
,nena,PP,
,aybissi,WHP,
,omoodday,RV,
,?,PUN,
,..,..,
Sentence: 425,Hara,ADJ,
,asa,NN,
,machchiyo,NF,
,aybissi,WHP,
,qoommay,RV,
,?,PUN,
,..,..,
Sentence: 426,Ayssi-giikko,CJ,
,",",PUN,
,asi,NP,
,oottiyoobaa,VC,
,ubbaa,NN,
,GODAI,NP,
,be7ees,VC,
,;,PUN,
,i,PP,
,hemettiyo,NP,
,loosso,ADJ,
,ubbaa,NN,
,xeellees,VC,
,.,PUN,
,..,..,
Sentence: 427,Nagaranchchaa,NN,
,i,PUN,
,oottido,ADJ,
,nagaray,NP,
,oyqqees,VC,
,.,PUN,
,..,..,
Sentence: 428,A,ADJ,
,nagaraa,NN,
,gitee,NN,
,a,PP,
,qachchees,VC,
,.,PUN,
,..,..,
Sentence: 429,I,PP,
,ba,ADJ,
,eeyyatettan,NP,
,haliis,VV,
,;,PUN,
,ba,ADJ,
,huuphiyaa,NN,
,naagibeenna,VC,
,gishshawu,CJ,
,hayqqiis,VV,
,.,PUN,
,..,..,
Sentence: 430,Hachchi,ADV,
,Hachchi,ADV,
,De7uwaassi,NP,
,Maaddiya,ADJ,
,Timirttiyaa,NN,
,Ta,ADJ,
,na7awu,NP,
,",",PUN,
,neeni,PPC,
,miishsha,NN,
,tal77ida,NN,
,ne,ADJ,
,shooruwaassi,NP,
,waase,NN,
,gelidabaa,VC,
,gidikko,ADV,
,",",PUN,
,neeni,PP,
,erenna,ADJ,
,uraassi,NP,
,ne,ADJ,
,kushiyaa,NN,
,baqqada,VC,
,geppidabaa,NN,
,gidikko,ADV,
,",",PUN,
,neeni,PP,
,geppido,ADJ,
,gefaa,NN,
,gitiyan,NP,
,gelidabaa,NN,
,gidikko,ADV,
,",",PUN,
,ne,ADJ,
,doonaappe,NP,
,kiyida,VC,
,qaalan,NP,
,oyqettidabaa,NN,
,gidikko,ADV,
,",",PUN,
,simmi,ADV,
,neeni,PP,
,ne,ADJ,
,shooruwaa,NN,
,kushiyan,NP,
,geladasa,VC,
,.,PUN,
Sentence: 431,Hegaa-gishshawu,ADV,
,",",PUN,
,ta,ADJ,
,na7awu,NM,
,",",PUN,
,hegaappe,ADV,
,kiyanawu,VI,
,koyikko,ADV,
,",",PUN,
,elle,ADV,
,ne,ADJ,
,shooruwaa,NN,
,soo,NN,
,ba,VC,
,;,PUN,
,baada,ADV,
,waasetettaa,VC,
,i,PP,
,ne,ADJ,
,bollappe,ADV,
,wottana,NN,
,mala,ADJ,
,",",PUN,
,awuddashada,VC,
,a,ADJ,
,woossa,NV,
,.,PUN,
,..,..,
Sentence: 432,Hagaa,PP,
,oottennan,ADV,
,de7aydda,VC,
,xiskkoppa,VC,
,;,PUN,
,shemppuwaakka,NP,
,shemPPCpa,VC,
,.,PUN,
,..,..,
Sentence: 433,Shankkaappe,NP,
,genessiyaa,NN,
,kessa,NN,
,ekkiyoogaadan,VC,
,",",PUN,
,gitiyaappe,NP,
,kafiyaa,NN,
,attiyoogaadan,VC,
,",",PUN,
,ne,ADJ,
,huuphiyaa,NN,
,ashsha,VC,
,.,PUN,
,..,..,
Sentence: 434,Inttenoo,PP,
,azallatoo,NP,
,",",PUN,
,qaacotukko,NP,
,biite,VC,
,;,PUN,
,biidi,VC,
,etappe,PPC,
,tamaarite,VC,
,.,PUN,
,..,..,
Sentence: 435,Yaatidi,ADV,
,aadhdhida,ADJ,
,eranchcha,NN,
,gidite,VC,
,.,PUN,
,..,..,
Sentence: 436,Qaacota,NN,
,ootissanawu,VI,
,azaziyaabi,VC,
,",",PUN,
,halaqay,NP,
,woykko,CJ,
,eta,ADJ,
,haariyaabi,NP,
,baawa,PP,
,;,PUN,
,shin,CJ,
,banttawu,PPC,
,maanabaa,NN,
,bone,NN,
,minjjoosona,VC,
,;,PUN,
,kattaa,NN,
,cakkiyo,ADJ,
,wodekka,ADV,
,banttawu,PPC,
,koshshiya,ADJ,
,kattaa,NN,
,shiishshoosona,VC,
,.,PUN,
,..,..,
Sentence: 437,Nenoo,PP,
,azallawu,ADJCP,
,",",PUN,
,neeni,PPC,
,awude,WHA,
,gakkanaashin,CJ,
,xiskkuutee,RV,
,?,PUN,
,..,..,
Sentence: 438,Ne,ADJ,
,xiskkuwaappekka,NP,
,awude,WHA,
,dendduutee,RV,
,?,PUN,
,..,..,
Sentence: 439,Neeni,PP,
,qassikka,ADV,
,guuttaa,ADV,
,zin77aasa,VC,
,;,PUN,
,guuttaa,VC,
,xiskkaasa,,
,;,PUN,
,kushiyaa,NN,
,shiishsha,ADV,
,ekkada,VC,
,",",PUN,
,guuttaa,ADV,
,shemppaasa,VC,
,.,PUN,
,..,..,
Sentence: 440,Yaatiyo,ADJ,
,wode,ADV,
,hiyyeesatettay,NP,
,panggaadan,NP,
,",",PUN,
,pacay,NP,
,ola,ADJ,
,miishshaa,NN,
,oyqqida,VC,
,asadan,NP,
,",",PUN,
,ne,ADJ,
,bolli,POP,
,yaana,VC,
,.,PUN,
,..,..,
Sentence: 441,Iita,ADJ,
,asinne,NC,
,hanttaara,ADJ,
,asi,NP,
,",",PUN,
,yuuyi,ADJ,
,yuuyidi,ADV,
,wordduwaa,NN,
,odees,VC,
,;,PUN,
,i,PP,
,ba,ADJ,
,aifiyan,NP,
,qim77otees,VC,
,;,PUN,
,ba,ADJ,
,tohuwan,NP,
,bessees,VC,
,;,PUN,
,ba,ADJ,
,biradhdhiyan,NP,
,malaatees,VV,
,.,PUN,
,..,..,
Sentence: 442,A,ADJ,
,uluwan,NP,
,geellatettay,NP,
,de7ees,VC,
,;,PUN,
,i,PP,
,iitabaa,ADV,
,qoppees,VC,
,;,PUN,
,ubbatookka,ADV,
,i,ADJ,
,ooshshaa,NN,
,medhdhees,VC,
,.,PUN,
,..,..,
Sentence: 443,Hegaa,ADJ,
,gaasuwan,NP,
,bashshay,NP,
,akeekennan,ADV,
,a,ADJ,
,bolli,POP,
,yaana,VC,
,;,PUN,
,i,PP,
,hassayennan,ADV,
,meqqana,NV,
,;,PUN,
,meqqidikka,ADV,
,paxenna,VC,
,.,PUN,
,..,..,
Sentence: 444,GODAI,NP,
,ixxiyo,ADJ,
,usuppun,ADJ,
,yohoti,NP,
,de7oosona,VC,
,;,PUN,
,i,PP,
,shenetiyo,ADJ,
,yohoti,NP,
,ubba,ADJ,
,laappuna,AN,
,:,PUN,
,karidi,ADJCP,
,xeelliya,ADJ,
,aifiyaa,NN,
,",",PUN,
,worddotiya,ADJ,
,inxxarssaa,NN,
,",",PUN,
,ashkke,ADJ,
,asata,NN,
,woriya,ADJ,
,kushiyaa,NN,
,",",PUN,
,iitabaa,NN,
,maqqiya,ADJ,
,wozanaa,NN,
,",",PUN,
,iitabaakko,NP,
,eesotidi,ADJ,
,woxxiya,ADJ,
,tohuwaa,NN,
,",",PUN,
,wordduwaa,NN,
,bolli,POP,
,wordduwaa,NN,
,gujji,ADJ,
,gujjidi,ADJCP,
,odiya,ADJ,
,worddo,ADJ,
,markkaa,NN,
,",",PUN,
,ishatu,NM,
,giddon,POP,
,ooshshaa,NN,
,medhdhiya,ADJ,
,asa,NV,
,.,PUN,
,..,..,
Sentence: 445,SHaaramuxiya,ADJ,
,Asi,NP,
,Qaxxayettennan,ADV,
,Attenna,VC,
,Ta,ADJ,
